idx,usage,sentence,ground_truth_label
142,select,squareness that would make it the darling of many a kids-and-family-oriented cable channel ,1
143,select,one from the heart . ,1
144,select,it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight . ,1
145,select,one of the more intelligent children 's movies to hit theaters this year . ,1
146,select,"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ",1
147,select,there 's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us . ,1
148,select,"charles ' entertaining film chronicles seinfeld 's return to stand-up comedy after the wrap of his legendary sitcom , alongside wannabe comic adams ' attempts to get his shot at the big time . ",1
149,select,dover kosashvili 's outstanding feature debut so potent ,1
150,select,"not only are the special effects and narrative flow much improved , and daniel radcliffe more emotionally assertive this time around as harry , but the film conjures the magic of author j.k. rowling 's books . ",1
151,select,"looking aristocratic , luminous yet careworn in jane hamilton 's exemplary costumes , rampling gives a performance that could not be improved upon . ' ",1
152,select,the characters are interesting and often very creatively constructed from figure to backstory . ,1
153,select,"a psychological thriller with a genuinely spooky premise and an above-average cast , actor bill paxton 's directing debut is a creepy slice of gothic rural americana . ",1
154,select,in world cinema ,1
155,select,does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets . ,1
156,select,respectable new one ,1
157,select,"( næs ) directed the stage version of elling , and gets fine performances from his two leads who originated the characters on stage . ",1
158,select,this film special ,1
159,select,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ",1
160,select,", compelling ",1
161,select,"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . ",1
162,select,the cast is spot on and ,1
163,select,true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable . ,1
164,select,spiffy animated feature ,1
165,select,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . ,1
166,select,", sometimes beautiful adaptation ",1
167,select,the positive change in tone here seems to have recharged him . ,1
168,select,funny yet ,1
169,select,"fun , flip and terribly hip bit of cinematic entertainment . ",1
170,select,"... a story we have n't seen on the big screen before , and it 's a story that we as americans , and human beings , should know . ",1
171,select,a delightful coming-of-age story . ,1
172,select,director andrew niccol ... demonstrates a wry understanding of the quirks of fame . ,1
173,select,i just loved every minute of this film . ,1
174,select,the film 's performances are thrilling . ,1
175,select,at its best moments ,1
176,select,pays earnest homage to turntablists ,1
177,select,"audrey tatou has a knack for picking roles that magnify her outrageous charm , and in this literate french comedy , she 's as morning-glory exuberant as she was in amélie . ",1
178,select,seem fresh ,1
179,select,cool ? ,1
180,select,weaves both the elements of the plot and a powerfully evocative mood combining heated sexuality with a haunting sense of malaise . ,1
181,select,"khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum . ",1
182,select,it 's a beautiful madness . ,1
183,select,cinematic bon bons ,1
184,select,a giggle a minute . ,1
185,select,a muddle splashed with bloody beauty as vivid as any scorsese has ever given us . ,1
186,select,"belongs to daniel day-lewis as much as it belongs to martin scorsese ; it 's a memorable performance in a big , brassy , disturbing , unusual and highly successful film . ",1
187,select,blanchett 's performance confirms her power once again . ,1
188,select,"a warm , funny , engaging film . ",1
189,select,good-natured fun found in films like tremors ,1
190,select,"this is a good script , good dialogue , funny even for adults . ",1
191,select,"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ",1
192,select,"while the ideas about techno-saturation are far from novel , they 're presented with a wry dark humor . ",1
193,select,on all cylinders ,1
194,select,"caruso sometimes descends into sub-tarantino cuteness ... but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty . ",1
195,select,"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit . ",1
196,select,fashioning an engrossing entertainment out ,1
197,select,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . ",1
198,select,largest-ever historical canvas ,1
199,select,you have ellen pompeo sitting next to you for the ride ,1
200,select,it 's smooth and professional ,1
201,plot,"having had the good sense to cast actors who are , generally speaking , adored by the movie-going public , khouri then gets terrific performances from them all . ",1
202,plot,a fairly revealing study of its two main characters ,1
203,plot,falls neatly into the category of good stupid fun . ,1
204,plot,it inspires a continuing and deeply satisfying awareness of the best movies as monumental ` picture shows . ' ,1
205,plot,manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor ,1
206,plot,"for the most part , it 's a work of incendiary genius , steering clear of knee-jerk reactions and quick solutions . ",1
207,plot,joyous romp of a film . ,1
208,plot,in addition to hoffman 's powerful acting clinic ,1
209,plot,"hugh grant , who has a good line in charm ",1
210,plot,"instead , he shows them the respect they are due . ",1
211,plot,` de niro ... is a veritable source of sincere passion that this hollywood contrivance orbits around . ' ,1
212,plot,it 's an offbeat treat that pokes fun at the democratic exercise while also examining its significance for those who take part . ,1
213,plot,"maud and roland 's search for an unknowable past makes for a haunting literary detective story , but labute pulls off a neater trick in possession : he makes language sexy . ",1
214,plot,"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ",1
215,plot,leigh 's film is full of memorable performances from top to bottom . ,1
216,plot,the film 's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip . ,1
217,plot,"add yet another hat to a talented head , clooney 's a good director . ",1
218,plot,well-rounded tribute ,1
219,plot,"neither parker nor donovan is a typical romantic lead , but they bring a fresh , quirky charm to the formula . ",1
220,plot,a smile on your face ,1
221,plot,"that final , beautiful scene ",1
222,plot,"this tenth feature is a big deal , indeed -- at least the third-best , and maybe even a notch above the previous runner-up , nicholas meyer 's star trek vi : the undiscovered country . ",1
223,plot,people cinema at its finest . ,1
224,plot,"for movie lovers as well as opera lovers , tosca is a real treat . ",1
225,plot,"entertains by providing good , lively company . ",1
226,plot,well-thought stunts or ,1
227,plot,a welcome relief ,1
228,plot,so much like a young robert deniro ,1
229,plot,overall very good for what it 's trying to do . ,1
230,plot,"though only 60 minutes long , the film is packed with information and impressions . ",1
