idx,usage,sentence,ground_truth_label
130,select,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ",0
131,select,"jason x is positively anti-darwinian : nine sequels and 400 years later , the teens are none the wiser and jason still kills on auto-pilot . ",0
132,select,"samira makhmalbaf 's new film blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal ",0
133,select,"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction . ",0
134,select,"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . ",0
135,select,"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . ",0
136,select,there 's not enough here to justify the almost two hours . ,0
137,select,a heavy-handed indictment of parental failings and ,0
138,select,it 's a bad thing when a movie has about as much substance as its end credits blooper reel . ,0
139,select,"does n't offer much besides glib soullessness , raunchy language and a series of brutal set pieces ... that raise the bar on stylized screen violence . ",0
140,select,basically a static series of semi-improvised ( and semi-coherent ) raps between the stars . ,0
141,select,"professionally speaking , it 's tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller . ",0
142,select,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ",0
143,select,"/ but daphne , you 're too buff / fred thinks he 's tough / and velma - wow , you 've lost weight ! ",0
144,select,'s not very good either . ,0
145,select,... turns so unforgivably trite in its last 10 minutes that anyone without a fortified sweet tooth will likely go into sugar shock . ,0
146,select,"excessive , profane , packed with cartoonish violence and comic-strip characters . ",0
147,select,there 's no emotional pulse to solaris . ,0
148,select,"from lynch , jeunet , and von trier while failing to find a spark of its own ",0
149,select,coughs and sputters on its own postmodern conceit . ,0
150,select,"sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy . ",0
151,select,... a boring parade of talking heads and technical gibberish that will do little to advance the linux cause . ,0
152,select,"characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs . ",0
153,select,the corporate circus that is the recording industry in the current climate of mergers and downsizing ,0
154,select,the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ,0
155,select,"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",0
156,select,"the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau . ",0
157,select,"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . ",0
158,select,"there ought to be a directing license , so that ed burns can have his revoked . ",0
159,select,it 's a buggy drag . ,0
160,select,poor ben bratt could n't find stardom if mapquest emailed him point-to-point driving directions . ,0
161,select,it all feels like a monty python sketch gone horribly wrong . ,0
162,select,i 'll bet the video game is a lot more fun than the film . ,0
163,select,i had to look away - this was god awful . ,0
164,select,hit and miss as far as the comedy goes and a big ole ' miss in the way of story . ,0
165,select,"if looking for a thrilling sci-fi cinematic ride , do n't settle for this imposter . ",0
166,select,"it 's slow -- very , very slow . ",0
167,select,"hampered -- no , paralyzed -- by a self-indulgent script ... ",0
168,select,sleepwalk through vulgarities in a sequel you can refuse ,0
169,select,"a lackluster , unessential sequel to the classic disney adaptation of j.m. barrie 's peter pan . ",0
170,select,"the entire movie is about a boring , sad man being boring and sad . ",0
171,select,i do n't think i laughed out loud once . ,0
172,select,"too slow , too long and too little happens . ",0
173,select,"guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves ",0
174,select,that 's pure pr hype . ,0
175,select,scorsese does n't give us a character worth giving a damn about . ,0
176,select,i 'd have to say the star and director are the big problems here . ,0
177,select,nervous breakdowns are not entertaining . ,0
178,select,"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ",0
179,select,"enactments , however fascinating they may be as history , are too crude to serve the work especially well . ",0
180,select,zaidan 's script has barely enough plot to string the stunts together and not quite enough characterization to keep the faces straight . ,0
181,select,a wildly inconsistent emotional experience . ,0
182,select,so devoid of any kind of intelligible story that it makes films like xxx and collateral damage seem like thoughtful treatises ,0
183,select,they should have called it gutterball . ,0
184,select,a string of rehashed sight gags based in insipid vulgarity . ,0
185,select,should have been someone else - ,0
186,select,"the script kicks in , and mr. hartley 's distended pace and foot-dragging rhythms follow . ",0
187,select,part low rent godfather . ,0
188,select,it seems to me the film is about the art of ripping people off without ever letting them consciously know you have done so ,0
189,select,a coarse and stupid gross-out . ,0
190,select,"scores no points for originality , wit , or intelligence . ",0
191,select,... plays like somebody spliced random moments of a chris rock routine into what is otherwise a cliche-riddled but self-serious spy thriller . ,0
192,select,"clumsy dialogue , heavy-handed phoney-feeling sentiment , ",0
193,select,"visually rather stunning , but ultimately a handsome-looking bore , the true creativity would have been to hide treasure planet entirely and completely reimagine it . ",0
194,select,to say this was done better in wilder 's some like it hot is like saying the sun rises in the east . ,0
195,select,"on the whole , the movie lacks wit , feeling and believability to compensate for its incessant coarseness and banality . ",0
196,select,"nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle . ",0
197,select,this is so bad . ,0
198,select,an unclassifiably awful study in self - and audience-abuse . ,0
199,select,"i do n't mind having my heartstrings pulled , but do n't treat me like a fool . ",0
200,select,bad . ,0
201,plot,"all the amped-up tony hawk-style stunts and thrashing rap-metal ca n't disguise the fact that , really , we 've been here , done that . ",0
202,plot,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,0
203,plot,"there are simply too many ideas floating around -- part farce , part sliding doors , part pop video -- and yet failing to exploit them . ",0
204,plot,"an overemphatic , would-be wacky , ultimately tedious sex farce . ",0
205,plot,"it 's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue . ",0
206,plot,"deadeningly dull , mired in convoluted melodrama , nonsensical jargon and stiff-upper-lip laboriousness . ",0
207,plot,"i 've always dreamed of attending cannes , but after seeing this film , it 's not that big a deal . ",0
208,plot,for those moviegoers who complain that ` they do n't make movies like they used to anymore ,0
209,plot,corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . ,0
210,plot,"the weird thing about the santa clause 2 , purportedly a children 's movie , is that there is nothing in it to engage children emotionally . ",0
211,plot,"of the road , where the thematic ironies are too obvious and the sexual politics too smug ",0
212,plot,"the words , ` frankly , my dear , i do n't give a damn , ' have never been more appropriate . ",0
213,plot,"i 'm not sure which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening ",0
214,plot,a by-the-numbers patient/doctor pic that covers all the usual ground ,0
215,plot,"... designed to provide a mix of smiles and tears , `` crossroads '' instead provokes a handful of unintentional howlers and numerous yawns . ",0
216,plot,absolutely and completely ridiculous and ,0
217,plot,"given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done . ",0
218,plot,"for close to two hours the audience is forced to endure three terminally depressed , mostly inarticulate , hyper dysfunctional families for the price of one . ",0
219,plot,it 's too bad that the helping hand he uses to stir his ingredients is also a heavy one . ,0
220,plot,the cold turkey would 've been a far better title . ,0
221,plot,"a disappointment for those who love alternate versions of the bard , particularly ones that involve deep fryers and hamburgers . ",0
222,plot,carnage and ,0
223,plot,"feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot . ",0
224,plot,one long string of cliches . ,0
225,plot,"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction . ",0
226,plot,"the story of trouble every day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult . ",0
227,plot,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ",0
228,plot,"just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be . ",0
229,plot,"( t ) here 's only so much anyone can do with a florid , overplotted , anne rice rock 'n' roll vampire novel before the built-in silliness of the whole affair defeats them . ",0
230,plot,it takes talent to make a lifeless movie about the most heinous man who ever lived . ,0
