idx,usage,sentence1,sentence2,ground_truth_label
113,select,"That 's the highest third-quarter growth rate we 've seen in over 25 years , "" said Andy Bryant , Intel 's chief financial officer .","That 's the highest third-quarter growth rate we 've seen in over 25 years , "" CFO Andy Bryant told the Associated Press .",1
114,select,"In his new position , Dynes will earn $ 395,000 , a significant increase over Atkinson 's salary of $ 361,400 .","Dynes will be paid $ 395,000 a year ; Atkinson 's salary is $ 361,400 .",1
115,select,"The worm attacks Windows computers via a hole in the operating system , an issue Microsoft on July 16 had warned about .","The worm attacks Windows computers via a hole in the operating system , which Microsoft warned of 16 July .",1
116,select,Corixa shares rose 54 cents to $ 7.74 yesterday on the Nasdaq Stock Market .,"Shares of Corixa rose 54 cents , or about 8 percent , to close at $ 7.74 .",0
117,select,""" This deal makes sense for both companies , "" Halla said in a prepared statement .","Brian Halla , CEO of NatSemi , claimed the deal made sense for both companies .",1
118,select,"The goal will be to reduce congestion by upgrading road , building tollways , facilitating public transit or any other means to improve mobility .","The money can be used for road upgrades , tollways , public transit or any other means to improve mobility .",1
119,select,The United States and Britain are seeking backing at the United Nations for their agenda to hand over power to Iraqis .,"At the United Nations , the United States and Britain are seeking backing for their agenda to hand over power to Iraqis .",1
120,select,"However , official statistics published this week showed a surprise 0.6 per cent fall in manufacturing output in August .",The ONS this week reported a surprise 0.6 per cent fall in manufacturing output in August .,1
121,select,"Jacob has pushed consolidation for years , but he has said many communities , especially rural ones , have opposed it .","Jacob has pushed consolidation for years but said it has been opposed by many communities , especially rural ones .",1
122,select,"A former candidate for governor of New York , he styled himself an advocate of better corporate governance .","Mr. McCall , who ran unsuccessfully for governor of New York in 2002 , styled himself an advocate of better corporate governance .",1
123,select,He said some issues _ such as division break-up _ really can only be resolved if and when the conference is expanded .,He said some issues - including division alignments - will be resolved if the conference expands .,1
124,select,Mr. Manuel and his group entered the United States by walking across the bridge linking Matamoros and Brownsville .,"Manuel and his group entered the US the same way thousands of people do every day , by walking across the bridge between Matamoros and Brownsville .",1
125,select,"The Justice Department Aug. 19 gave pre-clearance for the Oct. 7 date for the election to recall Gov. Gray Davis , saying it would not affect minority voting rights .","The Justice Department on Aug. 19 sanctioned the Oct. 7 date for recall election , saying it would not affect voting rights .",1
126,select,"In court papers filed Tuesday , Lee asked for an injunction against Viacom 's use of the name , saying he had never given his consent for it to be used .","In papers filed Tuesday in Manhattan 's state Supreme Court , Lee asked for an injunction against Viacom 's use of the name Spike for TNN .",0
127,select,The budget fell steadily until dropping as low as $ 2.93 billion in 1998 and has gradually risen to $ 3.27 billion for fiscal 2002 .,It fell steadily until it dropped as low as $ 2.93 billion in 1998 and rose gradually to $ 3.27 billion for fiscal 2002 .,1
128,select,"In May , Mr. Hatfill said he was struck by a vehicle being driven by an FBI employee who was tailing him in Georgetown .","Last May , Hatfill was struck by a vehicle being driven by an FBI employee who was tailing him in Washington 's Georgetown neighborhood .",1
129,select,"On a planet that takes nearly 165 years to orbit the sun , spring can last more than 40 years .",Because it takes Neptune 165 years to orbit the Sun its seasons will last for decades .,1
130,select,"ONG KONG , July 9 Tens of thousands of demonstrators gathered tonight before the legislature building here to call for free elections and the resignation of Hong Kong 's leader .",Tens of thousands of demonstrators gathered yesterday evening to stand before this city 's legislature building and call for free elections and the resignation of Hong Kong 's leader .,1
131,select,"Georgia cannot afford to not get funding , "" said Dr. Melinda Rowe , Chatham County 's health director .","Georgia cannot afford to not get funding , "" said county health director Dr. Melinda Rowe .",1
132,select,"It is the fifth such election in Iraq , after the northern city of Mosul and three cities in Iraq 's south .",Other elections have taken place in the northern city of Mosul and three cities in Iraq 's south .,1
133,select,Kerry last month outlined a U.N. resolution authorizing a military force under U.S. command and transferring responsibility to the United Nations for the political and humanitarian efforts .,Kerry outlined last month a UN resolution authorizing a military force under US command and transferring responsibility for political and humanitarian efforts to the UN .,1
134,select,"They were released to authorities after officers delivered the soda to the gunman , using a long stick to pass the six-pack through a door .","They were released to authorities after officers delivered a six-pack of Dr Pepper to the gunman , using a long stick to pass the soda through a door .",1
135,select,""" Qualcomm has enjoyed many years of selling ... against little or no competition , "" Hubach said in the statement .",""" Qualcomm has enjoyed many years of selling CDMA chips against little or no competition , "" said TI General Counsel Joseph Hubach .",1
136,select,"The panels picture the towers standing tall and outline their history , including their construction , the 1993 bombing and their ultimate destruction on Sept . 11 , 2001 .","The panels outline the twin towers ' history , including their construction , the 1993 bombing and their ultimate destruction by terrorists on Sept . 11 , 2001 .",1
137,select,"PC-related products were the strongest sector in July , with microprocessors up 5.6 % and DRAMs up 8.2 % from June , the industry group said .","PC-related products were the strongest sellers , with microprocessors up 5.6 percent and DRAMs up 8.2 percent , the SIA said .",1
138,select,"However , a recent slide in prices and OPEC 's expectations of a surge in oil inventories have compounded its fears about a further softening of the market .",A 14 percent slide in crude prices this month and expectations of a build up in oil inventories compounded OPEC 's fears of a further softening of the market .,1
139,select,The value of the deal has increased since BP first announced it in February .,The value of BP 's investment has risen since the deal was announced in February .,1
140,select,Pressure also came last night from religious circles as three Anglican bishops said it was time for their former colleague to step down .,The pressure on Peter Hollingworth to resign as Governor-General intensified last night as three Anglican bishops said it was time for their former colleague to step down .,1
141,select,Shinseki retires Wednesday after a 38-year career that included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia .,Shinseki 's career included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia .,0
142,select,"SARS , the deadly respiratory disease first detected in China last November , gave the agency its first real test of a new state-of-the-art emergency operations center .","And SARS , the deadly respiratory disease first detected in China last November , tested the agency 's new state-of-the-art emergency operations center .",1
143,select,"Shelia Chaney Wilson seemed agitated when she came to help prepare for Turner Monumental A.M.E. Church 's upcoming 104th anniversary celebration , worshippers said .","Congregants of Turner Monumental AME Church said Shelia Chaney Wilson , 43 , was agitated when she came to the church , in the Kirkwood neighborhood on the city 's east side .",0
144,select,"Kyi , a U.N. envoy says , as Japan adds to growing international pressure by saying it will halt its hefty economic aid unless Suu Kyi is freed .","JAPAN added to growing international pressure on Burma yesterday , threatening to halt its hefty economic aid unless the military government released pro-democracy leader Aung San Suu Kyi .",1
145,select,"Thus far , Stewart 's company appears ready to stand behind her .","For now , the company 's management appears to be standing behind Stewart .",1
146,select,He says information released about a tarot card left at one shooting scene may have prolonged the spree by cutting off fragile communications with the sniper .,He says the release of a tarot card left at a shooting scene may have prolonged the spree by cutting off fragile communications with the sniper .,1
147,select,"Six months ago , the IMF and Argentina struck a bare-minimum $ 6.8-billion debt rollover deal that expires in August .","But six months ago , the two sides managed to strike a $ 6.8-billion debt rollover deal , which expires in August .",1
148,select,"Bush said resistance forces hostile to the U.S. presence "" feel like ... the conditions are such that they can attack us there .",There are some who feel like the conditions are such that they can attack us there .,1
