idx,usage,sentence1,sentence2,ground_truth_label
12,select,"The blue-chip Dow Jones industrial average eased 44 points , or 0.47 percent , to 9,543 , after scoring five consecutive up sessions .","The Dow Jones industrial average .DJI rose 18.25 points , or 0.19 percent , to 9,586.71 .",0
13,select,Chief Justice William Rehnquist and Justice Clarence Thomas were the two other dissenting judges .,His dissent was joined by Chief Justice William H. Rehnquist and Justice Clarence Thomas .,1
14,select,""" I don 't know if the person I 'm talking to now may end up being someone else at another time that may not follow the rules , "" Parrish said .",""" I don 't know whether the person I 'm talking to now may end up being someone else , "" Parrish said .",0
15,select,Environmental campaigners are using this weekend ’ s lunar eclipse to highlight the huge increase in light pollution across the UK .,Environmental campaigners used the eclipse to highlight the surge in light pollution across Britain .,1
16,select,The shooting happened at 5 : 30 a.m. in the living room of the home the extended family shared on the city 's westside .,The shootings happened at 5 : 30 a.m. in the living room of the home that the extended family shared on Gary 's west side .,1
17,select,"Harris and Klebold killed 12 students and a teacher before taking their own lives on April 20 , 1999 .","Harris and Klebold killed 12 students , a teacher and themselves at the school .",1
18,select,That investigation closed without any charges being laid .,The investigation was closed without charges in 2001 .,1
19,select,"Revenue jumped 26 percent to $ 817 million , the South San Francisco-based company said in a statement .","Revenue rose 26 percent , to $ 817 million , the company , based in South San Francisco , Calif . , said .",1
20,select,"In interviews with engineers , most of whom have not spoken publicly until now , the lines of discord between NASA 's engineers and managers are evident .","In interviews with numerous engineers , most of whom have not spoken publicly until now , the lines of discord between NASA 's engineers and managers stand out in stark relief .",1
21,select,"The tech-heavy Nasdaq Stock Markets composite index added 1.16 points to 1,504.04 .","The Nasdaq Composite index , full of technology stocks , was lately up around 18 points .",0
22,select,""" But that does not clear them of the obligation to do everything possible to protect civilians , and that is not what we 're seeing . """,""" But that does not clear them of the responsibility to do everything possible to minimize civilian harm . """,0
23,select,"In January 1996 , two of his nude models were arrested atop of a Manhattan snowdrift , posed beneath an ice-cream parlor sign that advertised Frozen Fantasies .","On Jan. 12 , 1996 , two of his nude models were arrested atop of a Manhattan snowdrift , posed beneath an ice-cream parlor sign that advertised "" Frozen Fantasies . """,1
24,select,"The airline also said it has the option to buy 380 more airplanes , orders that would be split evenly between the two manufacturers .","The airline has the option to buy 380 more , split evenly between the two manufacturers .",1
25,select,"The name for the robot , due to be launched at 2 : 05 p.m. , was selected from among 10,000 names submitted by U.S. school children .","The name for the robot , due to be launched at 2 : 05 p.m. ( 7 : 05 p.m. ) on Sunday , was selected from among 10,000 names submitted by U.S.",1
26,select,"In 2001 , President Bush named Kathy Gregg to the Student Loan Marketing Association board of directors .","In 2001 , President Bush named her to the Student Loan Marketing Association , the largest U.S. lender for students .",0
27,select,"The attack on the al-Rashid Hotel , during the visit of Deputy Defence Secretary Paul Wolfowitz underscores the nature of the problem .","The attack on the Rashid Hotel on Sunday , during the visit of the deputy secretary of defense , Paul D. Wolfowitz , underscores the nature of the problem .",1
28,select,"Gibson said last month in a press statement that "" neither I nor my film are anti-Semitic .",Gibson said in a June statement that he and his film are not anti-Semitic .,1
29,select,One of the Commission 's publicly stated goals is to ensure other producers ' server software can work with desktop computers running Windows as easily as Microsoft 's .,The Commission has publicly said one of its goals is to ensure other producers ' server software can connect to desktop computers running Windows as easily as Microsoft 's can .,1
30,select,The winner of the Williams-Mauresmo match will play the winner of Justine Henin-Hardenne vs. Chanda Rubin .,The Williams-Mauresmo winner will play the winner of the match between Justine Henin-Hardenne and Chanda Rubin .,1
31,select,The Chelsea defender Marcel Desailly has been the latest to speak out .,"Marcel Desailly , the France captain and Chelsea defender , believes the latter is true .",0
32,select,"The Institute for Supply Management said its manufacturing index was 49.4 percent last month , up from 45.4 in April .","The Institute for Supply Management 's manufacturing index rose to 49.4 in May from 45.4 in April , the biggest monthly gain since December .",0
33,select,"In 2002 , for example , the Dow dropped more than 1,500 points , or 15.6 percent , between May and October , due largely to terrorism fears driven by headlines .","For example , the Dow dropped more than 1,500 points , or 15.6 percent , from May to October 2002 , largely because of terrorism fears driven by the headlines .",1
34,select,"Thomas was joined in full by Rehnquist , and in parts by O 'Connor and Scalia .",He was joined by Chief Justice William H. Rehnquist and Justices Sandra Day O 'Connor and Antonin Scalia .,1
35,select,""" He may not have been there , "" the defence official said on Thursday .",""" He may not have been there , "" said a defence official speaking on condition of anonymity .",1
36,select,"Third-quarter revenue declined to $ 36.9 billion from $ 39.3 billion , primarily reflecting lower vehicle sales .","Revenue fell to $ 36.9bn from $ 39.3bn a year ago , mainly due to lower vehicle sales .",1
37,select,"The word Advent , from Latin , means "" the coming . ""","The season 's name comes from the Latin word adventus , which means "" coming . """,1
38,select,""" Accordingly , there needs to be more on the horizon than simply winning a war against terrorism .",""" There must be more on the horizon than simply winning a war against terrorism , "" namely , a "" promise of a better and fairer world . """,0
39,select,"The report released Monday simply says , This report does not attempt to address the complexities of this issue .","The document stated : "" This report does not attempt to address the complexities of this issue . """,1
40,select,In 1999 a California legislator proposed a law requiring driving tests for those over the age of 75 who sought to renew their licenses .,In 1999 a California state senator proposed a law requiring motorists over the age of 75 to take driving tests to renew their licenses .,1
41,select,"At the Pentagon , the Department of Defense 's Inspector General has separately been asked to investigate how the telecom licences were awarded .",But a source close to the Pentagon said the Defense Department 's own inspector-general had been asked to investigate how the licences were awarded .,1
42,select,"Roxio , which is based in Santa Clara , Calif . , would get access to the music libraries of the major labels and the Pressplay distribution system .","Roxio , would get access to more than 300,000 tracks from the music libraries of the major labels , and the Pressplay distribution system .",1
43,select,""" Such communication will help adult smokers make more informed choices , "" company vice president Richard Verheij told a House Energy and Commerce subcommittee at a separate hearing .",""" Such communication will help adult smokers make more informed choices , "" company vice president Richard Verheij told a separate hearing , before a House Energy and Commerce subcommittee .",1
44,select,""" We have sent a message to the nation that this is a new Louisiana , "" she told a victory party in New Orleans .",""" We have sent a new message out to the nation — that this is a new Louisiana . """,1
45,select,"The technology-laced Nasdaq Composite Index .IXIC rose 17.33 points , or 1.07 percent , to 1,640.13 .","The broader Standard & Poor 's 500 Index .SPX gained 5.51 points , or 0.56 percent , to 981.73 .",0
46,select,"The broader Standard & Poor 's 500 Index .SPX edged down 9 points , or 0.98 percent , to 921 .","The technology-laced Nasdaq Composite Index < .IXIC > shed 15 points , or 0.98 percent , to 1,492 .",0
47,select,Retailers J.C. Penney Co . Inc . ( JCP ) and Walgreen Co . ( WAG ) kick things off on Monday .,Retailers J.C. Penney Co . Inc . JCP.N and Walgreen Co . WAG.N kick things off on Monday .,1
48,select,""" We haven 't decided whether to use an unbroken or dotted white line , but this is an experiment worth introducing , "" said David Richardson , the ICC 's cricket manager .",""" We haven 't decided whether to use an unbroken or dotted white line , "" said Dave Richardson , the ICC 's cricket manager .",0
49,select,The IRS said taxpayers can avoid undelivered checks by having refunds deposited directly into their checking or savings accounts .,The IRS said taxpayers can avoid problems with lost or stolen refunds by having refunds deposited directly into personal checking or savings accounts .,1
50,select,"The product also features an updated release of the Apache Web server , as well as Apache Tomcat and Apache Axis .","Panther Server also includes an updated release of Apache , along with Apache Tomcat and Apache Axis for creating powerful web services .",0
51,select,"Michel , who remains in the government , denied that US pressure had provoked the government 's move .","Michel , who has stayed in the new government , denied that it was U.S. pressure which had provoked the government 's move .",1
52,select,Chiron already has nearly 20 percent acceptances from PowderJect 's shareholders .,Chiron has acceptances from holders of nearly 20 percent of PowderJect shares .,1
53,select,Columbia broke up over Texas upon re-entry on Feb. 1 .,Columbia broke apart in the skies above Texas on Feb. 1 .,1
54,select,"FCC Chairman Michael Powell said in a statement that the ruling would "" throw a monkey wrench into the FCC 's efforts to develop a vitally important national broadband policy . ""","He added that the decision will "" throw a monkey wrench into the FCC 's efforts to develop a vitally important national broadband policy . """,1
55,select,"On Oct. 10 , an 18-year-old freshman member of the men 's swim team jumped from the same 10th-floor ledge .","On Oct. 10 , an 18-year-old freshman from Dayton , Ohio , climbed over the same 10th-floor ledge and plunged to his death .",1
56,select,"The Dow Jones industrial average < .DJI > added 28 points , or 0.27 percent , at 10,557 , hitting its highest level in 21 months .","The Dow Jones industrial average < .DJI > rose 49 points , or 0.47 percent , to 10,578 .",0
57,select,Intel updated investors midway through the quarter and said business was proceeding exactly as planned .,"Intel said midway through its quarter , which ended in June , that business was exactly as expected .",1
58,select,"The state 's population was 6,080,485 in 2000 , according to the U.S. census .","Between 1960 and 2000 , however , the state 's population grew by 30.4 percent to 6,080,485 .",0
59,select,"The girl turned up late Sunday at a convenience store in East Palo Alto , about 30 miles from her home .",The girl turned up late Sunday night at an East Palo Alto convenience store about 30 miles from her home .,1
60,select,Legato stockholders will get 0.9 of a share of EMC stock for every share of Legato they own .,"Under terms of the agreement , Legato stockholders will receive 0.9 shares of EMC common stock for each Legato share they hold .",1
61,select,"Oh yeah , Miami , Boston College and Syracuse leaving the Big East to take a seat in the Atlantic Coast Conference .","Boston College , Miami and Syracuse are considering leaving the Big East for the Atlantic Coast Conference by the end of the month .",1
62,select,"United issued a statement saying it will "" work professionally and cooperatively with all its unions . ""","Senior vice president Sara Fields said the airline "" will work professionally and cooperatively with all our unions . """,1
63,select,"Tornadoes , up to a foot of rain and hail as big as cantaloupes pounded southern Nebraska and northern Kansas , killing one man and destroying at least four homes .","Up to a foot of rain and at least seven tornadoes pounded southern Nebraska and northern Kansas , killing a man and destroying at least four homes .",1
64,select,"But Davis adviser Roger Salazar said the governor 's focus is on his job , not the recall petition .","But Davis adviser Roger Salazar said the governor 's focus "" is on doing the work that he 's being paid to do . """,0
65,select,"Sen. Patrick Leahy of Vermont , the committee 's senior Democrat , later said the problem is serious but called Hatch 's suggestion too drastic .","Sen. Patrick Leahy , the committee 's senior Democrat , later said the problem is serious but called Hatch 's idea too drastic a remedy to be considered .",1
66,select,"Mr. Bush had sought to store his papers in his father 's presidential library , where they would have stayed secret for a half-century .","In Texas , public watchdog groups opposed Mr. Bush 's efforts to house his papers at his father 's presidential library , where they would have remained secret for a half-century .",0
67,select,The Democratic candidates also began announcing their fund-raising totals before Wednesday 's deadline to file quarterly reports with the Federal Election Commission .,The Democratic candidates also began announcing their fund-raising totals in advance of the deadline today to file quarterly reports with the Federal Election Commission .,1
68,select,"Those in their twenties who ejaculated more than five times a week were one-third less likely to develop aggressive prostate cancer later in life , they say .",Those who ejaculated more than five times a week were a third less likely to develop serious prostate cancer in later life .,1
69,select,"The Hartford shares rose $ 2.88 , or 6.6 percent , to close Monday at $ 46.50 on the New York Stock Exchange .",Shares of Hartford rose $ 2.88 to $ 46.50 in New York Stock Exchange composite trading .,0
70,select,Experts said the case marks one of the first times in which a parent was charged with contributing to a child 's suicide .,Legal experts say the case may mark the first time a parent has been convicted of contributing to a child 's suicide .,1
71,select,Lee Peterson testified that he reached his son on his cell phone and talked to him for a couple of minutes .,Lee said he reached Scott on his cell phone and they talked for a couple minutes between noon and 2 p.m. on Dec. 24 .,1
72,select,Revenue in the most-recent quarter rose 5.4 percent to $ 45.9 billion .,Revenue rose 5.4 percent to $ 45.9 billion from $ 43.6 billion a year ago .,0
73,select,"CIA Director George Tenet said the two men were "" defined by dedication and courage . """,""" [ They ] were defined by dedication and courage , "" said the CIA 's director George Tenet .",1
74,select,Shares of Bristol-Myers rose to $ 28 in electronic trading from the $ 26.90 close on the New York Stock Exchange .,"Bristol shares rose $ 1.30 , or 5 percent , to $ 28.20 , after closing at $ 26.90 on the New York Stock Exchange .",1
75,select,"The stock rose $ 2.11 , or about 11 percent , to close Friday at $ 21.51 on the New York Stock Exchange .",PG & E Corp. shares jumped $ 1.63 or 8 percent to $ 21.03 on the New York Stock Exchange on Friday .,1
76,select,"More than 1,000 people staged mostly peaceful protests during the talks , proclaiming that genetically modified foods weren 't the answer to the world 's food problems .","More than 1,000 people rallied over three days , proclaiming that genetically modified foods weren 't the answer to the world 's food problems .",1
77,select,"Sean Harrigan of Calpers , the California fund , said : "" Today we are trying to pull the pig from the trough .",""" Today we are trying to pull the pig away from the trough , "" Mr. Harrigan said .",1
78,select,"About 25 countries have signed in the past four months , and about half of those have been signed in the past few weeks .","According to the State Department list , about 25 nations have signed bilateral agreements in the past four months , about half in the past three weeks .",1
79,select,Tom Hamilton said his daughter was conscious and alert and in stable condition after the attack Friday morning .,"Bethany , who remained in stable condition after the attack Friday morning , talked of the attack Saturday .",0
80,select,Magnarelli said Racicot hated the Iraqi regime and looked forward to using his long years of training in the war .,"His wife said he was "" 100 percent behind George Bush "" and looked forward to using his years of training in the war .",0
81,select,The Legislature on Wednesday sent Gov. Jeb Bush a bill it hopes will lower malpractice insurance rates and keep doctors from limiting their practices or moving out of state .,The Legislature on Wednesday approved a bill that caps damages received by medical malpractice plaintiffs in the hopes it will lower insurance rates and help the state retain doctors .,0
82,select,"Voters in Cleveland Heights , Ohio , were asked to decide whether to allow same-sex couples - and also unmarried heterosexual couples - to officially register as domestic partners .","Voters in Cleveland Heights , Ohio , approved a proposal allowing same-sex couples -- and also unmarried heterosexual couples -- to officially register as domestic partners .",1
83,select,"But I would rather be talking about high standards than low standards . """,""" I would rather be talking about positive numbers rather than negative .",1
84,select,"In three years , Lend Lease has slipped from a top-five stock , when its share price was around $ 24 , to 37th .","In the space of three years , Lend Lease has slipped from a top-five 5 stock when its share price hovered around $ 24 to 37th on the list .",1
85,select,"The Interior Minister , Al Mustapha Sahel , said the investigation "" points to a group that has been arrested recently "" , an apparent reference to Djihad Salafist .","Moroccan Interior Minister Al Mustapha Sahel told state-run 2M television late Saturday the investigation "" points to a group that has been arrested recently "" an apparent reference to Salafist Jihad .",1
86,select,"US authorities blame Al Qaeda for the attacks , which killed 231 people , including 12 Americans .","U.S. authorities blame Osama bin Laden 's al-Qaida network for the attacks , which killed 231 people , including 12 Americans .",1
87,select,Schering-Plough shares fell 72 cents to close at $ 18.34 on the New York Stock Exchange .,"The shares fell 72 cents , or 3.8 percent , to $ 18.34 Monday on the New York Stock Exchange .",1
88,select,This is the only planet that has been found in orbit around a binary star system .,The new found planet is the only one known to orbit such a double-star system .,1
89,select,"Rumsfeld , who has been feuding for two years with Army leadership , passed over nine active-duty four-star generals .","Rumsfeld has been feuding for a long time with Army leadership , and he passed over nine active-duty four-star generals .",1
90,select,""" We will work with the board to ensure a smooth transition . ""","He said federal regulators would work with the corporation to ensure a "" smooth transition . """,1
91,select,"Singapore Prime Minister Goh Chok Tong says China plays an important role in the integration of Asia , including managing the stresses and strains both within and between countries .","HAINAN PROVINCE , China : Singapore Prime Minister Goh Chok Tong said China plays an important role in the integration of Asia .",0
92,select,"We firmly believe we have an absolute right to use the common word ' spike ' as the name of our network . """,We firmly believe that we have an absolute right to use the common word ' spike ' to name our network .,1
93,select,The two blond opponents appeared almost identical in matching powder-blue outfits – to their dismay .,"The two blond opponents appeared almost identical because they wore matching powder-blue outfits - to their dismay . """,1
94,select,He is charged in three bombings in Atlanta _ including a blast at the 1996 Olympics _ along with the bombing in Alabama .,He is charged in three bombings in Atlanta including a blast at the 1996 Olympics and one in Alabama .,1
95,select,"He added International Business Machines Corp. ' s ( IBM ) endorsement of Linux has "" added credibility and an illusion of support and accountability . ""","Complicating the situation , he continued , are companies , like IBM , whose support of Linux "" has added credibility and an illusion of support and accountability . """,1
96,select,"Before addressing the economy , Bush discussed the terrorist attacks in Saudi Arabia , which killed as many as 29 people , including seven Americans .","The president began his speech by acknowledging the terrorist attacks in Saudi Arabia that killed at least 29 people , including seven Americans .",1
97,select,""" The impact of increased prices has only begun to be seen in the financial numbers of the company , "" Noranda president and chief executive officer Derek Pannell said .",""" The impact of increased prices has only begun to be seen in the financial numbers of the company , "" president and CEO Derek Pannell said in a statement .",1
98,select,"The stock closed Friday at $ 5.91 , down $ 1.24 , or 17 percent , on the Nasdaq Stock Market .","Shares of Brocade closed at $ 5.91 , down $ 1.24 , or 17.3 percent .",1
99,select,"The Dow Jones industrial average ended the day down 10.89 at 9,837.94 , after advancing 111.04 Wednesday .","The Dow Jones industrial average fell 10.89 points , or 0.11 percent , to 9,837.94 .",0
100,select,"But Close wondered whether the package would be worth the cost of licensing the third-party software , along with Salesforce.com 's rental price .","Close also questions whether it would be worth the cost of licensing third-party software , along with Salesforce.com 's rental price .",1
101,select,Justice Anthony Kennedy dissented in an opinion joined by Chief Justice William Rehnquist and Justices Antonin Scalia and Clarence Thomas .,He was joined by Chief Justice William H. Rehnquist and Justices Antonin Scalia and Clarence Thomas .,1
102,select,"On Friday , the Food and Drug Administration approved the use of silicone breast implants with conditions .",The drug was approved for use Friday by the Food and Drug Administration .,0
103,select,"This change in attitude gave upscale purveyors including Neiman Marcus , the parent of Bergdorf Goodman ; and Nordstrom strong sales gains in May .","This change in attitude gave upscale purveyors including Neiman Marcus Group Inc. and Nordstrom Inc . , along with some boutique retailers , strong sales gains in May .",1
104,select,Kodak earned 85 cents per share excluding one-time items in the quarter a year earlier .,Kodak expects earnings of 5 cents to 25 cents a share in the quarter .,0
105,select,"Cruz came to the United States in 1960 , a year after the Cuban revolution .","Cruz came to the United States in 1960 , a year after Fidel Castro overthrew a dictatorship and installed a Communist government .",1
106,select,A power cut in New York in 1977 left 9 million people without electricity for up to 25 hours .,"The outage resurrected memories of other massive power blackouts , including one in 1977 that left about 9 million people without electricity for 25 hours .",0
107,select,"Elena Slough , considered to be the nation 's oldest person and the third oldest person in the world , died early Sunday morning .","ELENA Slough , considered to be the oldest person in the US and the third oldest person in the world , has died .",1
108,select,""" I ´ m very proud of the citizens of this state , "" Gov. John Baldacci said after votes from Tuesday ´ s referendum were counted .",""" I 'm very proud of the citizens of this state , "" said Gov. John Baldacci , a casino foe .",0
109,select,""" I think you 'll see a lot of job growth in the next two years , "" he said , adding the growth could replace jobs lost .",""" I think you 'll see a lot of job growth in the next two years , "" said Mankiw .",0
110,select,"The vast majority of trades will be priced at 20 cents per contract or less depending on participation in incentive schemes . ""","Eurex said "" the vast majority "" of trades on Eurex US would be priced at 20 cents per contract or less depending on "" participation in incentive schemes "" .",1
111,select,The conflict centers on a proposal to change a French unemployment fund for artists that takes into account their downtime between shows .,France has a unique unemployment fund for artists that takes into account their downtime between shows .,0
112,select,The House passed a similar measure by a wide margin on Sept . 9 .,"The House of Representative passed an identical amendment on Sept . 9 , by a 227-188 vote .",1
113,select,"About two hours later , his body , wrapped in a blanket , was found dumped a few blocks away .","Then his body was dumped a few blocks away , found in a driveway on Argyle Road .",0
114,select,"A $ 500 million natural-gas-fired power plant , for example , could replace up to $ 100 million in boilers yearly without adding new smog controls .","A $ 500 million coal-fired power plant , for example , could replace $ 100 million in equipment yearly without adding new pollution controls .",1
115,select,"For proof , look no further than this week 's Consumer Electronics Show ( CES ) in Las Vegas .",The company is expected to unveil the console on Thursday at the Consumer Electronics Show ( CES ) in Las Vegas .,0
116,select,""" This new division will be focused on the vitally important task of protecting the nation 's cyber assets so that we may best protect the nation ’ s critical infrastructure assets . """,""" This new division will be focused on the vitally important task of protecting the nation 's cyberassets so that we may best protect the nation 's critical infrastructure assets , "" he added .",1
117,select,"The group criticizing Schwarzenegger , the League of United Latin American Citizens , said the Austrian-born actor 's advisory board position brings into question his commitment to Latinos .","The League of United Latin American Citizens , the group criticizing Schwarzenegger , said the Austrian-born actor 's advisory board position brings into question his commitment to Hispanics .",1
118,select,""" I think it should have been released years ago , "" said Brian Rohrbough , whose son , Daniel , was killed at Columbine .","Brian Rohrbough , whose son , Daniel , was killed at Columbine , said the tape raises disturbing issues .",0
119,select,"He was voluntarily castrated in 2001 , an operation he contends removed his ability to become sexually aroused .","DeVries , who was voluntarily castrated in August 2001 , has said the surgery took away his ability to become sexually aroused .",1
120,select,A panel of the 9th US Circuit Court of Appeals upheld California 's assault weapons ban in a 2-1 ruling last December .,The December decision by the 9th U.S. Circuit Court of Appeals upheld California 's law banning certain assault weapons and revived the national gun-ownership debate .,0
121,select,"Doris Brasher , who owns a grocery store near the police station , said many in the close-knit town knew the men who were killed .","Doris Brasher , who owns a grocery store on Highway 96 , said many in the close-knit town knew the three men who were killed .",1
122,select,""" I 'm taking his office , and we 're gonna keep on building , ' ' he vowed . """,""" Yes , I 'm taking his office and we 're going to keep on building and keep on fighting , "" he added .",0
123,select,"On Monday the Palestinian Prime Minister , Mahmoud Abbas , will report to the Palestinian parliament on his Government 's achievements in its first 100 days in office .",Palestinian Prime Minister Mahmoud Abbas must defend the record of his first 100 days in office before Parliament today as the death toll in the occupied territories continues to rise .,0
124,select,"He said European governments "" have blocked all new bio-crops because of unfounded , unscientific fears .",""" They have blocked all new bio-crops because of unfounded , unscientific fears , "" Bush said .",1
125,select,Dividends are currently taxed at ordinary income tax rates of as much as 38.6 per cent .,"Under current law , dividends are taxed at standard income tax rates up to 38.6 percent .",1
126,select,"By skirting the FDA 's oversight , Eagan said , the quality of the imported drugs is "" less predictable "" than for those obtained in the United States .","By skirting the FDA 's oversight , Eagan said the quality of the imported drugs is "" less predictable "" than U.S. drugs .",1
127,select,"Mahmud was seized near Tikrit , the area from which he and Hussein hail , about 90 miles north of Baghdad , U.S. military officials said Wednesday night .","Mahmud was seized near Tikrit , the area from which he and Saddam hail , about 150 kilometres north-west of Baghdad , US military officials said .",1
128,select,"According to the Merchant Marine Ministry , the 37-year-old ship is registered to Alpha Shipping Inc. based in the Pacific Ocean nation of Marshall Islands .",The Baltic Sky is a 37-year-old ship registered to Alpha Shipping Inc. based in the Pacific Ocean nation of Marshall Islands .,1
129,select,"The test was conducted by the University of California at Los Angeles and Riverside and was paid $ 450,000 from the ARB .","The test , conducted by UCLA and UC Riverside , was paid for with $ 450,000 from the ARB .",1
130,select,He said he has begun a court action to seize Beacon Hill 's assets and has frozen more than $ 13 million Beacon Hill had when it closed .,He said he has initiated a forfeiture action in court and frozen more than $ 13 million Beacon Hill had when it closed .,1
131,select,"I called the number and the lady told me she was talking on the phone to Toby Studabaker , ' ' Sherry Studabaker told BBC television .","I called the number and the lady told me she was talking on the phone to Toby Studabaker . """,1
132,select,"Cross-dressing teens from Harvey Milk High School offered sex for money in Greenwich Village and then robbed the would-be johns by pretending to be cops , sources said last night .","Four Harvey Milk High School students who dressed as women were arrested yesterday for robbing men in the West Village - and pretending to be police officers , sources said .",1
133,select,Galveston County District Attorney Kurt Sistrunk said his office received the recordings this week .,Galveston County District Attorney Kurt Sistrunk told Criss Wednesday his office only this week received the recordings .,1
134,select,Parson was charged with intentionally causing and attempting to cause damage to protected computers .,Parson is charged with one count of intentionally causing damage to a protected computer .,1
135,select,"Hoffa , 62 , vanished on the afternoon of July 30 , 1975 , from a Bloomfield Township parking lot in Oakland County , about 25 miles north of Detroit .","Hoffa , 62 , vanished on the afternoon of July 30 , 1975 , from a parking lot in a Detroit suburb in Oakland County .",1
136,select,"That 's the highest third-quarter growth rate we 've seen in over 25 years , "" said Andy Bryant , Intel 's chief financial officer .","That 's the highest third-quarter growth rate we 've seen in over 25 years , "" CFO Andy Bryant told the Associated Press .",1
137,select,"In his new position , Dynes will earn $ 395,000 , a significant increase over Atkinson 's salary of $ 361,400 .","Dynes will be paid $ 395,000 a year ; Atkinson 's salary is $ 361,400 .",1
138,select,"At the very long end , the 30-year bond US30YT = RR slid a full point for a yield of 4.47 percent from 4.41 percent .","At the very long end , the 30-year bond US30YT = RR lost 2 / 32 for a yield of 4.41 percent .",1
139,select,"The worm attacks Windows computers via a hole in the operating system , an issue Microsoft on July 16 had warned about .","The worm attacks Windows computers via a hole in the operating system , which Microsoft warned of 16 July .",1
140,select,U.S. same-store sales last months at Tim Hortons rose 8.8 per cent .,Tim Hortons ' same-store sales in Canada rose by 6.7 per cent .,1
141,select,Corixa shares rose 54 cents to $ 7.74 yesterday on the Nasdaq Stock Market .,"Shares of Corixa rose 54 cents , or about 8 percent , to close at $ 7.74 .",0
142,select,""" This deal makes sense for both companies , "" Halla said in a prepared statement .","Brian Halla , CEO of NatSemi , claimed the deal made sense for both companies .",1
143,select,"The goal will be to reduce congestion by upgrading road , building tollways , facilitating public transit or any other means to improve mobility .","The money can be used for road upgrades , tollways , public transit or any other means to improve mobility .",1
144,select,"The first biotechnology treatment for asthma , the constriction of the airways that affects millions around the world , received approval from the US Food and Drug Administration yesterday .","The first biotechnology treatment for asthma , the constriction of the airways that affects millions of Americans , received approval from the U.S. Food and Drug Administration on Friday .",1
145,select,The United States and Britain are seeking backing at the United Nations for their agenda to hand over power to Iraqis .,"At the United Nations , the United States and Britain are seeking backing for their agenda to hand over power to Iraqis .",1
146,select,Federal offices were to remain closed for a second day overnight ( Friday US time ) .,"The Government shut down in Washington , and federal offices were to remain closed yesterday .",1
147,select,"However , official statistics published this week showed a surprise 0.6 per cent fall in manufacturing output in August .",The ONS this week reported a surprise 0.6 per cent fall in manufacturing output in August .,1
148,select,Roslyn shares gained 82 cents to close at $ 20.79 yesterday in Nasdaq trading .,"In recent dealings , shares of Roslyn were up 40 cents , or 1.9 percent , to $ 21.25 .",1
149,select,Catholic Church officials reported that two miners were killed and six other protesters injured 50 miles ( 110 km ) outside of La Paz .,A Catholic priest said two miners were killed and nine other protesters injured 110 kilometres outside La Paz as a convoy of miners threw dynamite at soldiers manning a roadblock .,0
150,select,Gov. Don Carcieri said the ruling shows that state taxation laws apply on the tribe 's sales activities .,Gov. Don Carcieri said the ruling shows that state taxation laws apply to any tribal activity .,1
151,select,"The Russell 2000 index , which tracks smaller company stocks , was up 1.02 , or 0.21 percent , at 496.83 .","The Russell 2000 index , the barometer of smaller company stocks , rose 3.28 , or 0.7 percent , to 494.20 .",1
152,select,"Jacob has pushed consolidation for years , but he has said many communities , especially rural ones , have opposed it .","Jacob has pushed consolidation for years but said it has been opposed by many communities , especially rural ones .",1
153,select,"A former candidate for governor of New York , he styled himself an advocate of better corporate governance .","Mr. McCall , who ran unsuccessfully for governor of New York in 2002 , styled himself an advocate of better corporate governance .",1
154,select,He said some issues _ such as division break-up _ really can only be resolved if and when the conference is expanded .,He said some issues - including division alignments - will be resolved if the conference expands .,1
