idx,usage,sentence,ground_truth_label
73,select,"it 's difficult to imagine the process that produced such a script , but here 's guessing that spray cheese and underarm noises played a crucial role . ",0
74,select,"ultimately feels empty and unsatisfying , like swallowing a communion wafer without the wine . ",0
75,select,"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . ",0
76,select,a heavy-handed indictment of parental failings and ,0
77,select,makes my big fat greek wedding look like an apartheid drama ,0
78,select,"excessive , profane , packed with cartoonish violence and comic-strip characters . ",0
79,select,"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . ",0
80,select,involves two mysteries -- one it gives away and the other featuring such badly drawn characters that its outcome hardly matters . ,0
81,select,"sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy . ",0
82,select,the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ,0
83,select,"it 's hard to like a film about a guy who is utterly unlikeable , and shiner , starring michael caine as an aging british boxing promoter desperate for a taste of fame and fortune , is certainly that . ",0
84,select,"it takes a certain kind of horror movie to qualify as ` worse than expected , ' but ghost ship somehow manages to do exactly that . ",0
85,select,"there ought to be a directing license , so that ed burns can have his revoked . ",0
86,select,it all feels like a monty python sketch gone horribly wrong . ,0
87,select,it appears that something has been lost in the translation to the screen . ,0
88,select,i had to look away - this was god awful . ,0
89,select,hit and miss as far as the comedy goes and a big ole ' miss in the way of story . ,0
90,select,"hampered -- no , paralyzed -- by a self-indulgent script ... ",0
91,select,"a lackluster , unessential sequel to the classic disney adaptation of j.m. barrie 's peter pan . ",0
92,select,"the entire movie is about a boring , sad man being boring and sad . ",0
93,select,what the director ca n't do is make either of val kilmer 's two personas interesting or worth caring about . ,0
94,select,"too slow , too long and too little happens . ",0
95,select,"some of their jokes work , but most fail miserably and in the end , pumpkin is far more offensive than it is funny . ",0
96,select,scorsese does n't give us a character worth giving a damn about . ,0
97,select,i 'd have to say the star and director are the big problems here . ,0
98,select,the film 's few ideas are stretched to the point of evaporation ; the whole central section is one big chase that seems to have no goal and no urgency . ,0
99,select,"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ",0
100,select,`` the time machine '' is a movie that has no interest in itself . ,0
101,select,"expect the same-old , lame-old slasher nonsense , just with different scenery . ",0
102,select,a string of rehashed sight gags based in insipid vulgarity . ,0
103,select,"scores no points for originality , wit , or intelligence . ",0
104,select,"clumsy dialogue , heavy-handed phoney-feeling sentiment , ",0
105,select,"the action switches between past and present , but the material link is too tenuous to anchor the emotional connections that purport to span a 125-year divide . ",0
106,select,"nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle . ",0
107,select,this is so bad . ,0
108,select,bad . ,0
109,select,"it 's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue . ",0
110,select,no aspirations to social import inform the movie version . ,0
111,select,corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . ,0
112,select,"the weird thing about the santa clause 2 , purportedly a children 's movie , is that there is nothing in it to engage children emotionally . ",0
113,select,"i 'm not sure which half of dragonfly is worse : the part where nothing 's happening , or the part where something 's happening ",0
114,select,"given how heavy-handed and portent-heavy it is , this could be the worst thing soderbergh has ever done . ",0
115,select,director uwe boll and the actors provide scant reason to care in this crude '70s throwback . ,0
116,select,"( director ) o'fallon manages to put some lovely pictures up on the big screen , but his skill at telling a story -- he also contributed to the screenplay -- falls short . ",0
117,select,"feels haphazard , as if the writers mistakenly thought they could achieve an air of frantic spontaneity by simply tossing in lots of characters doing silly stuff and stirring the pot . ",0
118,select,"the plot is nothing but boilerplate clichés from start to finish , ",0
119,select,"the movie is almost completely lacking in suspense , surprise and consistent emotional conviction . ",0
120,select,"the story of trouble every day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult . ",0
121,select,"the film flat lines when it should peak and is more missed opportunity and trifle than dark , decadent truffle . ",0
122,select,just embarrassment and a vague sense of shame . ,0
123,select,"this is not the undisputed worst boxing movie ever , but it 's certainly not a champion - the big loser is the audience . ",0
124,select,i am sorry that i was unable to get the full brunt of the comedy . ,0
125,select,very bad . ,0
126,select,"due to some script weaknesses and the casting of the director 's brother , the film trails off into inconsequentiality . ",0
127,select,it 's a grab bag of genres that do n't add up to a whole lot of sense . ,0
128,select,it treats women like idiots . ,0
129,select,"it has its moments of swaggering camaraderie , but more often just feels generic , derivative and done to death . ",0
130,select,"with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry 's boss , there is n't a redeeming moment here . ",0
131,select,"the film 's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style . ",0
132,select,"it 's just disappointingly superficial -- a movie that has all the elements necessary to be a fascinating , involving character study , but never does more than scratch the surface . ",0
133,select,the character of zigzag is not sufficiently developed to support a film constructed around him . ,0
134,select,"it 's dumb , but more importantly , it 's just not scary . ",0
135,select,"velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene . ",0
136,select,"degraded , handheld blair witch video-cam footage ",0
137,select,"it does n't believe in itself , it has no sense of humor ... it 's just plain bored . ",0
138,plot,"dragonfly has no atmosphere , no tension -- nothing but costner , flailing away . ",0
139,plot,the plot convolutions ultimately add up to nothing more than jerking the audience 's chain . ,0
140,plot,its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks . ,0
141,plot,i got a headache watching this meaningless downer . ,0
142,plot,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ",0
143,plot,the script is n't very good ; not even someone as gifted as hoffman ( the actor ) can make it work . ,0
144,plot,"it does nothing new with the old story , except to show fisticuffs in this sort of stop-go slow motion that makes the gang rumbles look like they 're being streamed over a 28k modem . ",0
145,plot,i hate it . ,0
146,plot,"complete lack of originality , cleverness or even visible effort ",0
147,plot,... the film suffers from a lack of humor ( something needed to balance out the violence ) ... ,0
148,plot,villeneuve spends too much time wallowing in bibi 's generic angst ( there are a lot of shots of her gazing out windows ) . ,0
149,plot,"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while . ",0
150,plot,"it can not be enjoyed , even on the level that one enjoys a bad slasher flick , primarily because it is dull . ",0
151,plot,"the x potion gives the quickly named blossom , bubbles and buttercup supernatural powers that include extraordinary strength and laser-beam eyes , which unfortunately do n't enable them to discern flimsy screenplays . ",0
152,plot,"it 's too harsh to work as a piece of storytelling , ",0
153,plot,"it ca n't decide if it wants to be a mystery/thriller , a romance or a comedy . ",0
154,plot,a dumb movie with dumb characters doing dumb things and you have to be really dumb not to see where this is going . ,0
155,plot,"it 's a cookie-cutter movie , a cut-and-paste job . ",0
156,plot,"while ( hill ) has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . ",0
157,plot,the overall effect is less like a children 's movie than a recruitment film for future hollywood sellouts . ,0
158,plot,an extremely unpleasant film . ,0
159,plot,taylor appears to have blown his entire budget on soundtrack rights and had nothing left over for jokes . ,0
160,plot,"but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . ",0
161,plot,"i sympathize with the plight of these families , but the movie does n't do a very good job conveying the issue at hand . ",0
162,plot,tries to add some spice to its quirky sentiments but the taste is all too familiar . ,0
163,plot,"in exactly 89 minutes , most of which passed as slowly as if i 'd been sitting naked on an igloo , formula 51 sank from quirky to jerky to utter turkey . ",0
164,plot,it is supremely unfunny and unentertaining to watch middle-age and ,0
165,plot,starts off so bad that you feel like running out screaming ,0
166,plot,"was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way and demographically targeted to please every one ( and no one ) ",0
167,plot,"the humor is n't as sharp , the effects not as innovative , nor the story as imaginative as in the original . ",0
