idx,usage,english,french,ground_truth_label
43,select,"The opening up of competition that has already been agreed for the telecommunications industry, as with the energy sector also, will create new, much-needed jobs and bring down prices for both industry and consumers.","Dans le cadre des contraintes budgétaires et de politique macro-économique saine - je les souligne comme le président Prodi l'a fait avant moi -, nos modèles sociaux européens offrent, à strictement parler, un système de sécurité sociale.",1
44,select,"This is the essence of the new directive before us today, if applied to the letter, which could end up replacing the definition of chocolate as we know it. Clearly, the alternative products are a speciality of the industrial lobby which seems to have inspired this amazing directive.","La proposition en question vise donc à donner aux États membres, en général, la possibilité d'autoriser l'addition de graisses végétales autres que le beurre de cacao dans les produits de chocolat à concurrence d'un maximum de 5 % du poids total du produit fini.",1
45,select,"However, there is some concern over the lack of progress made despite the good and honest intentions expressed by the European Union.","Nous sommes favorables au fait que l'UE fixe, par le biais d'une législation-cadre, des valeurs seuils dans le domaine de l'environnement, puisque la plupart des problèmes écologiques sont généralisés et ne se cantonnent pas à l'échelle nationale.",0
46,select,The challenge is to make the system the very best.,"Toutes ces mesures ont pour but de la rendre plus cohérente, plus compréhensible et plus flexible.",1
47,select,"If we can eliminate the obstacles to make it cheaper to create new enterprises, to facilitate the access to financing and to change the attitude of society to be more positive entrepreneurship, I am sure the tourism sector will be the first to benefit from this.",Nous devrions certainement être plus sélectifs.,1
48,select,"Apparently, they were.","Nous ne devons pas craindre la mondialisation, mais nous devons nous assurer que nous comprenons son impact politique au sein de la société des réseaux.",0
49,select,"For example, despite the fact that the Maliakos Gulf and the wetlands of the Sperkhios river have been designated as conservation areas under the Natura 2000 network, there are proposals to bridge the Maliakos Gulf, in violation of Community law, despite the fact that an alternative solution could be found.",La parole est à Mme Maes pour une motion de procédure.,1
50,select,The law must be correctly applied in matters of competition.,"Une politique de concurrence mal adaptée peut être responsable d' un recul du point de vue juridique, et porter atteinte au droit de propriété, principe fondamental sur lequel nous devons veiller.",1
51,select,The content of the agreements has progressed steadily between Lomé I and Lomé VI.,La mise en uvre de la directive sur les statistiques vise à améliorer la connaissance des structures et tendances du marché touristique européen et du secteur concerné.,0
52,select,"Because a fleet of lorries in a poor state of technical repair should certainly not have a competitive advantage, and conversely no haulier should be punished if he keeps his lorries in optimal technical condition.",Je me réjouis de cette initiative et espère qu'elle pourra prendre effet dès que possible.,1
53,select,"We were able to visit some of the flood-affected areas, including the Chaquelan settlement where more than 28 000 people were already at that moment being assisted, thus witnessing at first hand the consequences of the flood disaster, and also witnessing the immediate effect of some of our assistance.","B5-0282/2000, du député Buttiglione, au nom du groupe PPE-DE",1
54,select,The presidency will also present to the Chinese authorities a list of individual cases on which it intends to express its serious concern.,Le travail a déjà été entamé avec la MINUK afin d'établir une contribution appropriée de la Commission à cette entreprise.,0
55,select,These regional assemblies would monitor action in their respective areas.,J'en viens enfin à l'accord sur l'Afrique du Sud dont a également parlé le rapporteur.,1
56,select,This definition does not in any way affect the status of Western Sahara and its coastal waters.,Elle témoigne de l' engagement important de la Commission sur ce sujet.,1
57,select,"I am awaiting with great interest the results of the eighth survey, which, according to the scheduled timeframe, should be being drawn up by the staff now, in January, and for adoption by the Commission in March 2000, to see whether the latest trends are confirmed.","M. Jonckheer, Mme Thyssen et M. Gemelli ont évoqué l'état de préparation des pays candidats en matière de concurrence en général et d'aides d'État.",1
58,select,"We see it as a very positive sign that, in her own conclusions, the rapporteur has taken account of our committee' s proposal that the Cohesion Fund countries should broaden the research infrastructure by locating universities and colleges in such a way that they would serve those who live in undeveloped regions better than now and make it easier for educated people to remain in their home districts.","Cette aide technique et financière a été fournie, jusqu' à la fin de 1999, au titre des quatrièmes protocoles financiers (B7-4011).",0
59,select,"Mr President, I should like to join Mr Barnier' s study group with the 700 trainees so that he has some people to discuss matters with.","Monsieur le Député MacCormick, oui, je vous confirme que ce dialogue doit aller au-delà des capitales nationales, qu'il doit aller le plus près possible des gens, là où ils habitent, là où ils ont des racines, et si je vous disais autre chose, je ne serais pas en accord avec moi-même, comme commissaire chargé de la politique régionale, c'est-à-dire de l'une des politiques les plus concrètes, les plus visibles, qui est faite pour aider à l'emploi et à la qualité de vie des gens dans leur région, et vous m'entendrez souvent dire que cette politique n'est pas seulement faite pour l'objectif prioritaire de la cohésion et de la solidarité entre les régions, elle est aussi faite en complément pour que les gens, là où ils habitent, puissent garder leurs racines, leurs traditions, leur âme, leur identité.",1
60,select,"Mr President, Mr Guterres, Mr Prodi, ladies and gentlemen, it is pleasing to hear the Commission and the Portuguese Presidency declaring full employment to be an aim of European policy.",Nous demandons que la plus grande transparence soit de mise et qu' un plus grand pouvoir d' investigation soit donné à la Commission pour vérifier a posteriori la légitimité de ces exceptions.,0
61,select,The European Union voted against that motion.,"Monsieur le Président, je voudrais féliciter une fois de plus notre rapporteur, M. Gallagher.",0
62,select,"You find yourself before a House some of whose Members can still remember what I will refer to as the 'White Paper' syndrome, which is to say the remarkable initiative instigated by Jacques Delors that was torn to shreds by the 'accountants' at ECOFIN.",Nous comprenons le contexte de ce débat essentiel.,0
63,select,"Furthermore, as regards trafficking in certain goods such as the smuggling of cigarettes, and insofar as this traffic also affects the Community's territory and its financial interests, OLAF has set up multi-disciplinary and multinational task groups.","Cette position a été expressément retenue dans le cadre de la Conférence intergouvernementale. Certains États membres ont défendu entre-temps une analyse au cas par cas, de soumission à la procédure de codécision, même en matière législative.",0
64,select,This is completely justified given the actual purpose of the Charter of Fundamental Rights.,"L'idée de la Commission, selon laquelle cette date est au plus tard - je dis bien au plus tard - l'an 2006, se trouve également dans le texte.",1
65,select,We only ask one thing of the Commission: that it confine itself to ensuring that the implementation of joint policies does not upset the balance of regional planning in our territories.,"Parlons de l'arc alpin, parlons de tous nos pays : des conditions permettant une résurgence d'un danger pour la démocratie et la civilisation européenne se mettent actuellement en place.",0
66,select,"Traffic on the Verona-Munich route is increasing, yet only one third of the capacity of the existing railway line is being used.","Il n'y aura aucun problème avec les ressortissants danois, la question n'est pas là.",0
67,select,"In such circumstances, it would be mad to slash the budget to this extent.","Nous avons cependant également une belle occasion, que beaucoup d'entre vous ont heureusement appelée, à savoir la possibilité de disposer d'une économie saine pendant au moins deux ou trois ans.",1
68,select,Surely we are all familiar with the Treaty of Rome and know that one of the four freedoms is the freedom of capital movement.,C'est uniquement le mode de décision qui pourrait changer.,0
69,select,"Subject: Working time directive Can the Commission say what action it proposes taking to ensure a level of protection, equivalent to that provided by the 1993 working time directive, for non-consultant hospital doctors, who were excluded from that directive and again from the proposal for a Council amending directive (COM(98)0662-C4-0715/98 - 98/0318(SYN))?","Enfin, Monsieur le Président, concernant le Jammu et le Cachemire, la Commission se félicite du profond intérêt que le Parlement européen exprime pour le conflit du Cachemire au travers de ses différentes propositions de résolution.",0
70,select,"However, the arrival of globalisation will not and must not mean absolute and free market access for all products and services operating at this time.","Ce sur quoi nous allons voter demain, c'est sur une demande, formulée à l'intention de la Commission, d'étudier la question, de voir quelles initiatives et quelles conditions seraient nécessaires pour l'introduction d'une telle taxe.",0
71,select,"We simply had to take on board the fact that whilst we actually attained our goal in terms of content, of course the same could not be said of the financial aspect.",Je souhaite que nous parvenions à produire beaucoup d'effets avec ce peu d'argent.,1
72,select,"The Portuguese Presidency will shortly be presenting a working document on the Eurojust network, since although it is not obviously necessary for judicial control of Europol to be a matter for Eurojust, this option cannot be ruled out at present.","Je crois pouvoir affirmer avec conviction, mais aussi avec satisfaction, que 1999 a été une année de tournant et de consolidation pour l'Union dans les questions de liberté, de sécurité et de justice.",1
73,select,We share them with everyone on this earth.,"Le concept de réduction continue, tel qu'exposé dans l'amendement 58, est bien meilleur.",1
74,select,"I believe that, despite the fears that may be felt by the two communities on the island, these points, which could be viewed in a negative light by the authorities on both sides, may in the end justify hopes of an ultimate solution.","Elle permettrait une mise en valeur des intérêts de tous à un moment où Chypre, en s' insérant dans l' Union européenne, s' apprête à prendre un tournant décisif de son histoire.",1
75,select,"Mr President, I believe that the precautionary principle needs to be quite radical in order to work, otherwise we shall always be confused by all the different interpretations possible.","Je voudrais également vous dire que nous n'oublions pas que, du point de vue civil, nous devrons également faire face aux opérations de crise.",0
76,select,"Other solutions would probably have a less favourable effect on environmental protection, and my group can assent to this report on that basis.",Sa modification était unanimement requise.,0
77,select,"New threats, in particular, will need to be anticipated, such as in the field of information and biotechnology, and in the protection of the environment, of which man forms part.","Si cette Charte venait à être incorporée dans les Traités, elle remplacerait la Convention européenne des droits de l'homme, toute disposition constitutionnelle nationale et, aussi, toute disposition législative nationale.",1
78,select,"These numbers represent, in our opinion and in the opinion of the Council, a real improvement in terms of conservation in comparison with the level of 80% laid down in Council Regulation 685/95.","Il est traité et continuera d'être traité de manière exhaustive, particulièrement dans la directive 90/220.",0
79,select,"Recently, the immunity of a former Commissioner was lifted and proceedings are currently pending before a judge in Brussels on the basis that Brussels is the seat of the Community institutions.","Je voudrais profiter de l'occasion pour, tout d'abord, féliciter la Commission pour avoir présenté, de manière unanime et opportune, cet important Livre blanc et le plan d'action qui l'accompagne. Selon moi, quand le président de la Commission a décrit son vice-président comme un homme agissant avec intelligence, enthousiasme et dynamisme, la description est juste et valable dans le cadre de cette procédure.",1
80,select,I perfectly understand Mr Staes' s concerns.,"Madame la Présidente, je me réjouis du fait qu'en Autriche, la grande majorité de la population soit respectée et qu'on enregistre à mes yeux, avec la formation de ce gouvernement, une victoire très importante de la démocratie.",0
81,select,It must ensure the quality of food products and consumer health.,Nous devons mettre les enfants à l' ordre du jour.,0
82,select,"Besides, Commissioner, is so-called humanitarian military intervention justified by the present picture of human destruction in Kosovo?","Tout d'abord, nous ne pouvons que nous inquiéter de la forme que prennent les accords de réadmission menaçant directement des droits fondamentaux, comme le droit d'asile ou encore le droit de vivre en famille.",0
83,select,"In a fortnight' s time, I shall be in Berlin.","De telles affirmations ne sont pas justes, puisque nous savons que les États membres eux-mêmes ont contribué à l'élaboration des rapports qui ont servi de base à l'ensemble de la directive.",0
84,select,"By ignoring that vital law, the Haarder report shows that in this respect, as in many others, the European instruments go against not only the nations but also against society itself.",Un exemple frappant en est son attitude à l' égard du régime turc.,1
85,select,- (DA) The basis for prosperity in the EU is competition.,"Notre Parlement avait opportunément adopté en première lecture, à l' initiative de M. Lannoye, un amendement prévoyant l'obligation de faire figurer, sur la face antérieure du produit, une mention clairement lisible indiquant la présence de matières grasses végétales autres que le beurre de cacao.",1
86,select,"We must have more equality between our ACP partners and our European members and I want to get rid of the ""them and us"" syndrome.","Il est bon qu'en cette année jubilaire, qui nous permet par ailleurs de célébrer le vingt-cinquième anniversaire de la coopération initiée par la Convention de Lomé, nous soyons sur le point d' assister à la conclusion d' un nouvel accord de partenariat qui valorise également le rôle de l' Assemblée paritaire transformée en véritable assemblée parlementaire, tant pour l' UE que pour l' ACP.",1
87,select,"The Commission' s current President, Mr Prodi, and the High Representative, Mr Solana, have put forward ideas along the same lines.",Il est regrettable que l'opposition serbe soit si faible et si divisée d'un point de vue nationaliste.,0
88,select,"As the author is not present, Question No 32 lapses.",C'est peut-être la meilleure manière de procéder à un contrôle efficace de l'état des véhicules qui circulent sur notre réseau routier.,0
89,select,"Consideration must then be given to natural background emissions which cannot be influenced, as well as diffused emissions which are difficult to control, and which pollute the water quite substantially.","Tout d'abord, la qualité.",1
90,select,"I suggest to the House that this is not a time to go back - this is a time to move on, to move forward.",Il est important non seulement pour l'environnement mais aussi pour la santé publique.,0
91,select,"As it happens, we deal with the budgetary consequences, the Council makes the appointment.","Ils sont agriculteurs, non seulement pour gagner leur vie, mais aussi pour vivre, cela fait une différence.",0
92,select,I hope that it works out.,"Aujourd'hui, les stocks de viande de buf se montent à 300 000 tonnes.",0
93,select,We must put an end to this.,"En matière de commerce avec nos partenaires de développement, la Commission est tout à fait disposée à garantir le fait que les cadres économiques et sociaux particuliers des pays ACP soient pris en considération à l'occasion de tout nouvel arrangement.",0
94,select,"Ambition will be needed, given the mammoth task which awaits us.",C'est pourquoi je demande que les quelques amendements explicites en la matière que je présente avec Mme Kaufmann soient approuvés par le Parlement européen.,0
95,select,There are two parts to my answer to this question.,"Il y a une autre raison, plus technique, qui appelle quelques nuances.",1
96,select,"Mr President, I would like to take up the matter of the statute for assistants, which we have always considered to be a priority, and inform you that - as the Italian delegation of the group - in response to the invitation from the group leader, Mr Barón Crespo, we have forwarded the contracts that we drew up with the assistants to the Quaestors.",Il n' y a pas d' inconvénient à ce qu' ils nous disent ce qu' ils ressentent. L' éventualité d' une réunion au cours de la prochaine période de session du Parlement n' est pas gênante.,1
97,select,- (FR) It is with great satisfaction that I welcome this report on improved harmonisation in the training of safety advisers for the transport of dangerous goods.,Certains d'entre eux étaient dus à une connaissance insuffisante des risques inhérents à ces transports.,1
98,select,"- (FR) The amendment to the directive as presented by the Commission is an important one since it deals with a specific disease, i.e. infectious salmon anaemia, a contagious viral disease.","Il s' agit là d' une bonne pratique, qu' il faut généraliser.",1
99,select,The President of the Commission has given his answer and we must now continue the debate.,"Il va sans dire que l'importance du tourisme pour la vie des régions traditionnellement considérées comme touristiques, telles les régions méridionales par exemple, est tout à fait autre et doit être évaluée avec une attention toute différente.",0
100,select,"President Prodi, allow me to express my apprehension and alarm at the line taken in the Work Programme for 2000, a year which you described as a decisive year, and not only because of the lack of genuinely innovative proposals contained therein.","Nous avons décidé, lors de la conférence des présidents, de convoquer le médiateur ainsi que M. Prodi afin d'avoir des explications sur la notion de transparence.",1
101,select,"The fate of Andrey Babitsky, the correspondent in Grozny of Radio Liberty, who was arrested by Russian troops, is a dramatic example of Russian policy.","J' attends de la mise sur pied d' un tribunal, dont l' impartialité sera garantie par les Nations unies, le jugement et la condamnation de Ta Mok et de ses principaux lieutenants.",1
102,select,"The sums needed to create useful jobs in public services and finance the distribution of work among everyone, without cutting wages, must be taken from the profits of large companies.","Il me semble que l'Union européenne est constituée d'un nombre important de pays industriels et je crois, comme Harlem Désir et plusieurs autres intervenants, que l'Union européenne que nous formons peut prendre l'initiative à cet égard.",0
103,select,Stand up and be counted!,"Cependant, en cas de variation des taux d'intérêt, dans la mesure où la source de revenus est très sensible aux différentiels de taux d'intérêt, la part de revenus provenant des intérêts pourrait très vite diminuer, et même entraîner une perte.",1
104,select,"I say quite emphatically, even after the report by Mr Graefe zu Baringdorf, who is completely involved in the whole idea, that animal feeding, animal rearing, animal production must be suited to the species and must also, above all, cause no harm or danger to human beings.","Monsieur le Président, Monsieur le Commissaire, Mesdames et Messieurs, je voudrais vous rappeler aujourd' hui comment notre chaîne alimentaire est composée et combien il importe que cette chaîne fournisse aux êtres humains une alimentation sûre et saine. La fabrication doit toujours être dépourvue de produits intermédiaires et finaux douteux et dangereux.",1
105,select,"We have to offer solutions which, while provisional, help to provide a faster and more effective system of justice.","Nous voulons que ses compétences soient accrues, en particulier au titre IV du Traité de la Communauté européenne et au tire VI du Traité sur l'Union, et que l'on revoie, par la même occasion, certaines possibilités d'option, certaines limitations claires de la protection dans ces domaines extrêmement importants pour nos citoyens.",1
106,select,My question refers to whether you too know of studies which state that a moderate intake of good quality alcohol such as Franconian wine or Bavarian beer is good for you and would therefore also be good for the Swedish budget.,Et nous sommes toujours plus nombreux à vivre cette vie.,0
107,select,"Through the common position, the free movement of cocoa and chocolate products was introduced, but with strict conditions governing production and consumer information.","Les rapports arrivent en retard et de plus, l'examen a été mené en grande hâte, pour le moins dans la commission de la politique régionale, des transports et du tourisme.",0
108,select,"So that is the first priority, the competitiveness of regional economies.","Même si les socialistes, alors qu'il y a actuellement tant de gouvernements sociaux-démocrates, parlent beaucoup moins du chômage qu'auparavant, celui-ci est toujours élevé. Et cela en dépit d'une haute conjoncture internationale.",0
109,select,It is extremely important both for the producer and the consumer that we restore confidence and the only way we can do it is by rigorously tackling the problem and resolving it.,Il s'agit d'un cadre réglementaire au niveau international.,0
110,select,"Mr Langen mentioned that the implementation budget proposed by the Council was initially FF 74 million, whereas the Commission proposed 81.1 million, a figure which the European Parliament supported.",Le second concerne l'élargissement.,0
111,select,"As a matter of fact, at the last conference, this issue was raised and discussed on several occasions.","Pour autant, j'ai toujours été personnellement très inquiet de voir traiter dans la même législation l'incinération des déchets dangereux et non dangereux, et je m'étais déjà exprimé en première lecture sur ce point.",0
112,select,"In this way, the implementation of agricultural policy is facilitated.",La marée noire de l'Erika a sévèrement frappé les industries de la pêche et aquicoles locales et il importe de ne pas seulement considérer les effets nuisibles apparents aujourd'hui mais d'avoir une vision à long terme des effets préjudiciables de la pollution pétrolière.,0
113,select,"Mr President, the Treaty of Amsterdam has set an important objective for the Union.",Nous n' avons pas entendu que le service universel des télécommunications serait redéfini pour intégrer l' accès de tous à l' Internet aux meilleures conditions de qualité technique et à des tarifs abordables.,0
114,select,"After all, this is not a product which is a threat to people' s health.","En outre, on a également décidé à Berlin de perspectives financières ; en clair, des montants que nous pouvons dépenser.",0
115,select,"I do, of course, understand the constraints of the moment and I am prepared to entertain the idea of the risk of failure....","Pourtant, leur but originel est d'indiquer la direction à suivre et de fixer des priorités.",0
116,select,We can also see this from the follow-up document prepared by the Commission.,"Il s'agit là d'un espoir, l'espoir qu'en Serbie aussi, il est possible d'agir différemment.",0
117,select,"However, I would still like to ask when this code will finally come into force, bearing in mind that it has been on the agenda since 1997.","Pense-t-il que ses propres mesures suffisent à préserver la sécurité et la dignité des femmes en Europe, face au danger que représente le trafic évoqué ci-dessus ?",0
118,select,"We should counter such acts of terror, Mr President, by setting up a parliamentary committee of inquiry as quickly as possible so that we can decide how we can succeed in preventing other conflicts of a similar nature elsewhere. My fellow Member, Mrs Roure, was right to remind us just now that we all need to put our own house in order.",L'UE doit aussi avancer dans son travail législatif conformément à ce qui a été convenu à l'OMPI.,0
119,select,Quite obviously all victims should receive 100% compensation.,Je partage tout à fait vos observations et j'ai même été au devant de votre souhait.,1
120,select,"In the manifesto of the Austrian Democratic Freedom Party, there is nothing to justify the accusations that it is attacking the principles of freedom, democracy and respect for human rights, fundamental freedoms or the rule of law, enshrined in Article 6 of the Treaties.","Le problème est de savoir si l'Union peut rester indifférente devant la formation, dans un État membre, d'un gouvernement incluant un parti présentant de telles caractéristiques.",1
121,select,This adjustment will make it possible to estimate the deficits and debts in the Member States more precisely.,Il est donc important de circonscrire cette maladie afin d' éviter sa propagation à l' ensemble des exploitations aquacoles des différents États membres de l' Union européenne.,0
